id,cleaned_time
6281,1030
1845,1030
244,1030
348,1030
349,1030
1863,1030
4479,1030
3749,1030
374,1030
967,1030
1240,1030
1803,1030
1254,1030
1322,1030
4253,1030
734,1030
3684,1030
5130,1030
2767,1030
2178,1030
1370,1030
4007,1030
651,1030
3075,1030
3445,1030
4836,1030
3083,1030
617,1030
4304,1030
4347,1030
47,1030
3826,1030
6635,1030
1259,1030
2046,1030
1496,1030
2508,1030
49,1030
3031,1035
3319,1035
3331,1035
1648,1035
487,1040
3446,1040
654,1040
200,1040
5428,1040
2494,1040
417,1040
1586,1040
62,1040
854,1043
733,1044
2511,1045
1140,1045
743,1045
369,1045
1354,1045
1582,1045
371,1045
378,1045
2451,1045
2775,1045
4803,1045
1979,1045
179,1045
1811,1045
929,1045
3314,1045
3330,1045
610,1047
5346,1050
436,1050
1057,1050
3467,1055
3106,1055
2519,1055
3136,1055
3887,1055
1248,1055
3812,1055
1603,1055
2595,1055
4324,1100
2222,1100
3413,1100
3628,1100
272,1100
5775,1100
2054,1100
1513,1100
5776,1100
5777,1100
4638,1100
568,1100
2480,1100
2012,1100
567,1100
3620,1100
1507,1100
1512,1100
2085,1100
4314,1100
2594,1100
3,1100
2151,1100
2141,1100
4784,1100
10,1100
11,1100
2177,1100
3990,1100
1368,1100
3450,1100
4016,1100
4698,1100
5634,1100
4283,1100
1419,1100
2104,1100
650,1100
3640,1100
2197,1100
2087,1100
4686,1100
2003,1100
3090,1100
44,1100
2074,1100
4086,1100
4571,1100
2001,1100
4117,1100
1699,1100
1701,1100
389,1100
6103,1100
186,1100
373,1100
4167,1100
1881,1100
2309,1100
5498,1100
3579,1100
4412,1100
1855,1100
1841,1100
1835,1100
332,1100
2337,1100
321,1100
1821,1100
303,1100
276,1100
3535,1100
1799,1100
3246,1100
5803,1100
1684,1100
3590,1100
1563,1100
1998,1100
2344,1100
101,1100
4561,1100
2227,1100
4359,1100
5886,1100
1602,1100
4360,1100
3169,1100
3582,1100
496,1100
3607,1100
1645,1100
6478,1100
4537,1100
4381,1100
3511,1100
1942,1100
1675,1100
4390,1100
1677,1100
1913,1100
2229,1100
1725,1100
2159,1100
936,1100
1019,1100
5422,1100
853,1100
3762,1100
1287,1100
972,1100
897,1100
2895,1100
2894,1100
4913,1100
987,1100
1045,1100
786,1100
4970,1100
975,1100
1121,1100
4972,1100
976,1100
885,1100
1251,1100
1196,1100
5099,1100
5065,1100
933,1100
3726,1100
1079,1100
1136,1100
1242,1100
1230,1100
5237,1100
3817,1100
1073,1100
2904,1100
2654,1100
838,1100
758,1100
2946,1100
1132,1100
4855,1100
5217,1100
1460,1105
2340,1105
2947,1106
1155,1110
2113,1110
2194,1110
2108,1110
2829,1110
1888,1110
2509,1110
4816,1110
35,1112
2929,1115
3592,1115
787,1115
1885,1115
234,1115
2207,1115
2756,1115
3400,1115
158,1115
2703,1115
1951,1115
1970,1115
2215,1115
3065,1115
622,1115
5,1115
1318,1115
307,1115
997,1115
1753,1115
1290,1115
170,1117
4073,1120
2638,1120
116,1120
2561,1120
306,1120
569,1120
2869,1120
754,1120
3935,1120
226,1124
2751,1125
4286,1130
5186,1130
2121,1130
3113,1130
3652,1130
3982,1130
1253,1130
2135,1130
310,1130
954,1130
440,1130
960,1130
3457,1130
6230,1130
564,1130
1130,1130
1790,1130
141,1130
2,1130
1956,1130
1008,1130
2977,1130
1960,1130
294,1130
161,1130
1923,1130
4552,1130
3916,1130
5520,1130
1134,1130
3509,1130
477,1130
2165,1130
3122,1130
174,1130
5793,1130
849,1130
113,1130
3414,1130
1194,1130
1137,1130
1451,1130
4319,1130
905,1130
2206,1130
1384,1130
4036,1130
2357,1130
4015,1130
2214,1130
46,1130
986,1130
385,1130
2202,1130
629,1130
2063,1130
1436,1130
3240,1130
2213,1130
2513,1130
874,1130
4320,1130
4338,1130
1258,1130
28,1130
4480,1130
5318,1130
3750,1130
3854,1130
1108,1130
907,1130
2356,1130
1111,1130
6396,1130
2116,1130
1362,1140
4385,1140
2416,1140
1047,1141
188,1143
2656,1145
4990,1145
6476,1145
1840,1145
1082,1145
1401,1145
2435,1145
2380,1145
5791,1145
1904,1145
326,1145
408,1145
2157,1145
264,1145
3380,1145
1383,1145
1901,1145
3791,1145
757,1145
2415,1145
1973,1145
270,1146
2876,1148
3023,1150
2663,1150
4466,1150
2055,1150
3087,1151
2600,1153
492,1155
4954,1155
2411,1155
2456,1156
2699,1157
3086,1158
1590,1200
1846,1200
6142,1200
5659,1200
367,1200
4213,1200
1843,1200
2631,1200
5450,1200
5603,1200
4474,1200
249,1200
2088,1200
5286,1200
3061,1200
2065,1200
1839,1200
1847,1200
4498,1200
1848,1200
878,1200
4212,1200
5104,1200
3632,1200
1270,1200
1854,1200
621,1200
6299,1200
2514,1200
1596,1200
5117,1200
3434,1200
1838,1200
4470,1200
2156,1200
3280,1200
1315,1200
1326,1200
736,1200
2346,1200
2784,1200
2143,1200
5134,1200
4449,1200
4276,1200
768,1200
1366,1200
5265,1200
324,1200
4452,1200
4807,1200
6199,1200
257,1200
3659,1200
3859,1200
5599,1200
1393,1200
4709,1200
3534,1200
691,1200
6219,1200
1381,1200
3666,1200
776,1200
1375,1200
1387,1200
4206,1200
3577,1200
3936,1200
5925,1200
5234,1200
925,1200
823,1200
1544,1200
171,1200
3376,1200
2459,1200
1555,1200
479,1200
1631,1200
1629,1200
6481,1200
1560,1200
1561,1200
6440,1200
1919,1200
147,1200
1600,1200
4876,1200
5862,1200
148,1200
1222,1200
4503,1200
3470,1200
4555,1200
3616,1200
3848,1200
5397,1200
1963,1200
2651,1200
1957,1200
4375,1200
5016,1200
4618,1200
598,1200
85,1200
2682,1200
914,1200
602,1200
4321,1200
4617,1200
5734,1200
4956,1200
3429,1200
4660,1200
402,1200
4661,1200
1459,1200
4655,1200
4348,1200
5239,1200
4067,1200
2278,1200
2258,1200
6414,1200
4633,1200
5779,1200
6406,1200
4362,1200
1663,1200
4354,1200
437,1200
2900,1200
590,1200
4850,1200
2376,1202
2186,1205
3520,1205
3297,1205
2563,1205
1861,1205
1038,1210
2437,1210
5260,1215
1549,1215
3410,1215
2923,1215
2021,1215
4423,1215
4847,1215
4691,1215
5105,1215
5439,1215
202,1215
2123,1215
435,1220
526,1220
1508,1220
2390,1220
2369,1220
2370,1220
2417,1220
280,1223
1048,1225
1501,1225
5600,1230
126,1230
828,1230
1594,1230
5354,1230
495,1230
175,1230
1655,1230
3192,1230
1662,1230
3596,1230
1612,1230
752,1230
3502,1230
1537,1230
5574,1230
713,1230
22,1230
2059,1230
1439,1230
3674,1230
1472,1230
2027,1230
2133,1230
1016,1230
3593,1230
1000,1230
1999,1230
948,1230
2562,1230
547,1230
281,1230
2478,1230
3309,1230
3557,1230
2870,1230
2310,1230
3250,1230
2331,1230
4128,1230
2726,1230
3264,1230
3515,1233
3186,1233
2599,1234
2659,1235
1441,1238
1985,1239
1278,1240
2273,1240
4835,1240
1644,1240
2506,1240
4376,1240
3765,1245
3778,1245
4377,1245
475,1245
3503,1245
1056,1245
4407,1245
1303,1245
2883,1245
4434,1245
1353,1245
2602,1246
2642,1248
4110,1248
3164,1250
227,1250
1726,1250
1304,1250
3219,1254
2377,1255
452,1258
73,1300
5761,1300
3091,1300
2495,1300
1453,1300
1263,1300
3404,1300
60,1300
3492,1300
1052,1300
4644,1300
1260,1300
2039,1300
4943,1300
3060,1300
2212,1300
2162,1300
2171,1300
2583,1300
4783,1300
992,1300
323,1300
3476,1300
3266,1300
6775,1300
5583,1300
5584,1300
33,1300
1267,1300
2111,1300
4734,1300
2105,1300
2103,1300
36,1300
4291,1300
2816,1300
802,1300
1141,1300
2075,1300
1277,1300
2536,1300
2530,1300
2110,1300
2002,1300
365,1300
1117,1300
5083,1300
525,1300
2442,1300
4875,1300
1579,1300
1510,1300
3163,1300
2430,1300
396,1300
4392,1300
1179,1300
4379,1300
3600,1300
4143,1300
2868,1300
1660,1300
449,1300
6381,1300
2284,1300
193,1300
1871,1300
852,1300
2290,1300
419,1300
4511,1300
2261,1300
5148,1300
1238,1300
2645,1300
2917,1300
99,1300
1708,1300
3845,1300
3243,1300
575,1300
6483,1300
1163,1300
4081,1300
2493,1300
1069,1300
2031,1305
5005,1305
2560,1306
4496,1310
182,1312
2559,1314
3754,1315
5311,1315
2353,1315
1775,1315
1559,1315
2762,1315
2847,1315
4009,1315
603,1315
12,1315
735,1319
260,1320
821,1320
1424,1320
2033,1320
2541,1320
4971,1320
5159,1320
3032,1320
918,1320
949,1320
5158,1320
84,1320
1291,1320
2428,1320
48,1320
3748,1320
3198,1320
1357,1320
2652,1320
3265,1320
2414,1323
1340,1324
1490,1325
2925,1325
2454,1325
3071,1325
1511,1326
3070,1326
2935,1330
3541,1330
2460,1330
2385,1330
3689,1330
3858,1330
3420,1330
4118,1330
3860,1330
2265,1330
3097,1330
3519,1330
2552,1330
2553,1330
3000,1330
3790,1330
2424,1330
3867,1330
4135,1330
3271,1330
3337,1330
3983,1330
3610,1330
3226,1330
3473,1330
1118,1330
1608,1330
1210,1330
1791,1330
4287,1330
626,1330
795,1330
2100,1330
5256,1330
1649,1330
939,1330
2158,1330
1620,1330
406,1330
4316,1330
816,1330
37,1330
1208,1330
1546,1330
631,1330
824,1330
4308,1330
27,1330
4853,1330
2117,1330
579,1330
1542,1330
426,1330
4501,1330
1324,1330
1188,1330
504,1330
1158,1330
1679,1330
4394,1330
4418,1330
740,1330
4817,1330
4473,1330
18,1330
273,1330
5171,1330
1481,1330
2130,1330
1430,1330
4622,1335
2921,1337
4175,1340
558,1340
1320,1340
2945,1340
2453,1340
3008,1340
21,1340
1974,1342
597,1342
94,1345
3069,1345
2492,1345
5731,1345
3150,1345
697,1345
1098,1345
3900,1345
600,1345
2937,1345
796,1345
2543,1345
2095,1345
1061,1345
2115,1345
287,1350
4406,1350
983,1350
1207,1350
92,1350
1599,1351
2404,1353
91,1355
1873,1355
1280,1355
4045,1400
4454,1400
336,1400
1444,1400
539,1400
328,1400
3631,1400
1456,1400
1321,1400
4648,1400
518,1400
4635,1400
1528,1400
3166,1400
140,1400
4606,1400
1806,1400
4044,1400
523,1400
4543,1400
4694,1400
3195,1400
4793,1400
3962,1400
86,1400
1343,1400
1352,1400
123,1400
551,1400
2382,1400
297,1400
2556,1400
1174,1400
4856,1400
1237,1400
1674,1400
4127,1400
4522,1400
3125,1400
2375,1400
3518,1400
359,1400
2704,1400
2050,1400
2044,1400
822,1400
5399,1400
868,1400
3744,1400
5299,1400
1991,1400
4188,1400
4368,1400
2851,1400
353,1400
2245,1400
3524,1400
2248,1400
4318,1400
2072,1400
4315,1400
5426,1400
4247,1400
718,1400
2148,1400
2170,1400
4252,1400
4239,1400
4264,1400
3281,1400
4273,1400
4233,1400
393,1400
263,1400
2190,1400
2938,1400
2930,1400
788,1400
3022,1400
2702,1400
2257,1400
953,1400
1882,1400
3823,1400
3825,1400
166,1400
2753,1400
1876,1400
5055,1400
4145,1400
1862,1400
1133,1400
2322,1400
415,1400
2713,1400
1160,1400
1164,1400
1980,1400
2791,1400
50,1400
977,1400
6725,1400
4380,1400
644,1400
2268,1400
4382,1400
3440,1400
2288,1400
1936,1400
4409,1400
2277,1400
1900,1400
411,1400
3587,1400
3438,1400
2822,1400
197,1409
1288,1410
3930,1410
2992,1410
3002,1410
6141,1410
3007,1410
2298,1410
4462,1410
625,1411
397,1415
702,1415
6203,1415
1294,1415
1065,1415
2497,1415
3167,1415
394,1415
635,1415
2810,1416
2873,1416
1949,1420
2427,1420
1420,1420
2058,1420
129,1420
2032,1420
3301,1420
1380,1420
357,1420
4580,1420
1878,1421
2882,1425
2488,1425
5687,1430
4161,1430
2624,1430
4490,1430
4805,1430
1292,1430
893,1430
3110,1430
3836,1430
2889,1430
5138,1430
3190,1430
4165,1430
1703,1430
2388,1430
4164,1430
860,1430
2575,1430
2574,1430
2764,1430
4756,1430
2017,1430
2308,1430
3944,1430
3623,1430
2374,1430
1842,1430
3872,1430
3807,1430
409,1430
982,1430
428,1430
2700,1430
3866,1430
1171,1430
2343,1430
2689,1430
2802,1430
4961,1430
4171,1430
3816,1430
4443,1430
2830,1430
2746,1430
1872,1430
3276,1430
2252,1430
1234,1430
3418,1430
2641,1430
4430,1430
299,1430
2005,1430
3306,1430
1452,1430
711,1430
1435,1430
4728,1430
783,1430
1623,1430
3146,1430
4289,1430
3533,1430
3612,1430
1427,1430
3025,1430
4540,1430
2976,1430
4568,1430
2423,1430
2168,1430
4307,1430
3173,1430
1552,1430
4317,1430
2397,1430
807,1430
446,1433
896,1434
4957,1435
100,1435
5323,1435
2461,1435
2396,1437
1605,1440
632,1440
1961,1440
1042,1440
1007,1440
1398,1440
2610,1440
2476,1445
2684,1445
3678,1445
2943,1445
4599,1445
1858,1445
2832,1445
3006,1445
4763,1445
3999,1445
1305,1445
3047,1445
239,1445
3721,1445
4696,1445
1723,1445
2607,1445
2400,1445
980,1450
142,1450
1361,1450
1540,1450
4576,1450
3609,1450
2693,1455
900,1455
1604,1455
4218,1500
1893,1500
726,1500
39,1500
3682,1500
5165,1500
4369,1500
387,1500
3073,1500
177,1500
1004,1500
867,1500
2997,1500
5531,1500
5544,1500
5374,1500
804,1500
739,1500
4221,1500
5174,1500
3224,1500
2193,1500
670,1500
3708,1500
946,1500
5601,1500
4364,1500
647,1500
223,1500
2831,1500
271,1500
904,1500
705,1500
761,1500
2184,1500
2181,1500
1914,1500
2128,1500
981,1500
194,1500
5559,1500
3697,1500
4184,1500
745,1500
4281,1500
2985,1500
6033,1500
498,1500
1059,1500
2540,1500
2542,1500
4027,1500
1413,1500
1408,1500
3128,1500
87,1500
120,1500
3181,1500
117,1500
1378,1500
1683,1500
466,1500
5100,1500
6477,1500
3963,1500
3489,1500
1283,1500
1276,1500
3361,1500
5787,1500
595,1500
1641,1500
3176,1500
1557,1500
2466,1500
4601,1500
2469,1500
1569,1500
98,1500
102,1500
2485,1500
329,1500
1432,1500
1592,1500
1504,1500
105,1500
4106,1500
1502,1500
4643,1500
2512,1500
4554,1500
107,1500
1622,1500
5901,1500
596,1500
2334,1500
2373,1500
3910,1500
1199,1500
4437,1500
6651,1500
6206,1500
1823,1500
1167,1500
3263,1500
618,1500
2327,1500
1201,1500
1151,1500
4973,1500
2735,1500
3256,1500
3084,1500
2314,1500
3521,1500
2306,1500
1068,1500
1067,1500
1060,1500
1856,1500
4444,1500
4965,1500
1748,1500
1241,1500
1749,1500
2366,1500
1211,1500
686,1501
54,1505
2833,1505
3215,1506
5847,1515
3105,1515
4707,1515
1657,1515
5826,1515
1691,1515
1997,1515
2260,1515
859,1515
4785,1515
5817,1515
1245,1519
377,1520
5251,1520
221,1520
5510,1520
2867,1520
1296,1520
3201,1520
2192,1520
356,1520
1614,1520
899,1525
5598,1530
5888,1530
3259,1530
5975,1530
5694,1530
500,1530
3074,1530
3555,1530
3197,1530
3161,1530
717,1530
684,1530
3229,1530
5607,1530
5905,1530
673,1530
5738,1530
2160,1530
4673,1530
1128,1530
80,1530
2727,1530
1709,1530
1682,1530
1203,1530
3919,1530
137,1530
4860,1530
2639,1530
1256,1530
1262,1530
1301,1530
4569,1530
1570,1530
1562,1530
1390,1530
4714,1530
4586,1530
1400,1530
1529,1530
2477,1530
1524,1530
1518,1530
1505,1530
5530,1530
1736,1530
152,1530
2276,1530
2114,1530
2122,1530
5425,1530
3528,1530
2038,1530
224,1530
2246,1530
1955,1530
163,1530
16,1530
1867,1530
759,1530
3325,1530
6370,1530
1837,1530
2838,1530
3327,1530
3522,1530
4453,1530
2787,1530
2359,1530
2778,1530
1017,1530
4248,1530
4284,1530
4647,1535
628,1535
4012,1535
1597,1535
2804,1535
2464,1535
2282,1540
1465,1540
2982,1540
318,1540
861,1540
627,1540
1685,1544
1755,1545
1812,1545
59,1545
2677,1545
2395,1545
3360,1545
3275,1545
2880,1545
913,1545
2223,1545
2963,1545
2517,1545
4641,1545
4371,1545
3701,1545
3145,1545
772,1545
2474,1545
5810,1545
919,1549
2593,1549
1894,1550
5244,1550
1447,1550
999,1552
1924,1553
1250,1555
2472,1555
1367,1556
298,1557
401,1559
6250,1600
6910,1600
6909,1600
3498,1600
6504,1600
6222,1600
6283,1600
6503,1600
3504,1600
6150,1600
6423,1600
6186,1600
6542,1600
3490,1600
6215,1600
6214,1600
3479,1600
6327,1600
6690,1600
6247,1600
6474,1600
3483,1600
6457,1600
6610,1600
6513,1600
5035,1600
3576,1600
4087,1600
4082,1600
4080,1600
4625,1600
4074,1600
4069,1600
4068,1600
4065,1600
4047,1600
4687,1600
4585,1600
4043,1600
4010,1600
4725,1600
4732,1600
4003,1600
3964,1600
4838,1600
3941,1600
4892,1600
3898,1600
4941,1600
4040,1600
4112,1600
4546,1600
4529,1600
4249,1600
4240,1600
4282,1600
4229,1600
4226,1600
4343,1600
4196,1600
4358,1600
4182,1600
4180,1600
4174,1600
4172,1600
4168,1600
4413,1600
4421,1600
4424,1600
4133,1600
4132,1600
4471,1600
4493,1600
4121,1600
4119,1600
4520,1600
4962,1600
3880,1600
3863,1600
5046,1600
5654,1600
5684,1600
5740,1600
5763,1600
5799,1600
3619,1600
3618,1600
5840,1600
5846,1600
5848,1600
5849,1600
5898,1600
3608,1600
5924,1600
5929,1600
5945,1600
5958,1600
5968,1600
5996,1600
5998,1600
6026,1600
3580,1600
6031,1600
5569,1600
6074,1600
5480,1600
5464,1600
5082,1600
5097,1600
5102,1600
5156,1600
5161,1600
3788,1600
3787,1600
5175,1600
5192,1600
5211,1600
5221,1600
3763,1600
5222,1600
3761,1600
5259,1600
5263,1600
5279,1600
3729,1600
5429,1600
5430,1600
3718,1600
3716,1600
3709,1600
5474,1600
0,1600
2316,1600
6933,1600
1624,1600
1616,1600
529,1600
1044,1600
520,1600
2550,1600
1041,1600
499,1600
2558,1600
2565,1600
2571,1600
491,1600
1583,1600
483,1600
2555,1600
1578,1600
2471,1600
1009,1600
2348,1600
594,1600
592,1600
584,1600
2387,1600
2407,1600
2465,1600
2409,1600
1672,1600
553,1600
1671,1600
2449,1600
2457,1600
548,1600
2425,1600
996,1600
480,1600
2596,1600
2742,1600
392,1600
386,1600
1497,1600
1492,1600
384,1600
1509,1600
2758,1600
2765,1600
1482,1600
376,1600
2790,1600
2797,1600
375,1600
2763,1600
1077,1600
405,1600
1131,1600
1573,1600
1571,1600
1101,1600
450,1600
1547,1600
2660,1600
1522,1600
1545,1600
427,1600
416,1600
2690,1600
413,1600
2711,1600
2712,1600
1103,1600
370,1600
6911,1600
2313,1600
2030,1600
798,1600
2048,1600
793,1600
792,1600
2060,1600
882,1600
790,1600
910,1600
2091,1600
2092,1600
911,1600
2109,1600
2118,1600
2080,1600
2119,1600
2019,1600
2016,1600
1903,1600
855,1600
870,1600
848,1600
1972,1600
841,1600
803,1600
840,1600
835,1600
1880,1600
1992,1600
1993,1600
2004,1600
817,1600
1884,1600
614,1600
2129,1600
2132,1600
2216,1600
2219,1600
945,1600
678,1600
959,1600
1732,1600
1746,1600
971,1600
2271,1600
1266,1600
2286,1600
1714,1600
620,1600
2312,1600
658,1600
912,1600
700,1600
940,1600
751,1600
1782,1600
1780,1600
1774,1600
1768,1600
2146,1600
941,1600
746,1600
2167,1600
709,1600
920,1600
2198,1600
1754,1600
706,1600
722,1600
363,1600
1095,1600
3172,1600
157,1600
1377,1600
173,1600
1382,1600
196,1600
1187,1600
3174,1600
351,1600
3149,1600
3143,1600
198,1600
209,1600
212,1600
1391,1600
1394,1600
3079,1600
213,1600
3057,1600
3046,1600
214,1600
1186,1600
3037,1600
215,1600
1220,1600
3225,1600
150,1600
3244,1600
3422,1600
25,1600
3409,1600
32,1600
3375,1600
1308,1600
3370,1600
3358,1600
3356,1600
1310,1600
58,1600
2994,1600
63,1600
3312,1600
3307,1600
75,1600
1265,1600
1312,1600
110,1600
1246,1600
131,1600
1243,1600
133,1600
3262,1600
3321,1600
2986,1600
1925,1600
1168,1600
331,1600
2960,1600
330,1600
320,1600
311,1600
1422,1600
2966,1600
1159,1600
2828,1600
1423,1600
2928,1600
2926,1600
1461,1600
289,1600
2940,1600
1421,1600
2846,1600
1457,1600
1448,1600
3810,1605
1286,1605
1449,1605
2182,1605
2598,1605
5238,1610
167,1610
5335,1610
4800,1610
2196,1610
451,1610
4799,1610
1054,1612
2383,1614
5113,1615
3326,1615
4769,1615
3100,1615
4516,1615
2617,1615
4515,1615
2909,1615
457,1615
