id,Date,Year,Date_Comment,Lenght,Country_Comment
1593,2011-01-20,2011.0,Date ok,10,Check
1594,2011-01-15,2011.0,Date ok,10,Check
1596,2011-01-03,2011.0,Date ok,10,Check
1597,2010-12-26,2010.0,Date ok,10,Check
1598,2010-12-17,2010.0,Date ok,10,Check
1599,2010-12-11,2010.0,Date ok,10,Check
1600,2010-12-05,2010.0,Date ok,10,Check
1602,2010-12-01,2010.0,Date ok,10,Check
1603,2010-12-01,2010.0,Date ok,10,Check
1604,2010-11-30,2010.0,Date ok,10,Check
1605,2010-11-30,2010.0,Date ok,10,Check
1607,2010-11-27,2010.0,Date ok,10,Check
1608,2010-11-19,2010.0,Date ok,10,Check
1609,2010-11-15,2010.0,Date ok,10,Check
1610,2010-11-14,2010.0,Date ok,10,Check
1612,2010-10-30,2010.0,Date ok,10,Check
1614,2010-10-28,2010.0,Date ok,10,Check
1615,2010-10-25,2010.0,Date ok,10,Check
1616,2010-10-23,2010.0,Date ok,10,Check
1617,2010-10-23,2010.0,Date ok,10,Check
1618,2010-10-22,2010.0,Date ok,10,Check
1619,2010-10-20,2010.0,Date ok,10,Check
1620,2010-10-09,2010.0,Date ok,10,Check
1621,2010-10-02,2010.0,Date ok,10,Check
1622,2010-10-02,2010.0,Date ok,10,Check
1623,2010-10-01,2010.0,Date ok,10,Check
1624,2010-09-27,2010.0,Date ok,10,Check
1625,2010-09-24,2010.0,Date ok,10,Check
1626,2010-09-21,2010.0,Date ok,10,Check
1628,2010-09-07,2010.0,Date ok,10,Check
1631,2010-09-03,2010.0,Date ok,10,Check
1632,2010-09-03,2010.0,Date ok,10,Check
1633,2010-09-02,2010.0,Date ok,10,Check
1634,2010-08-29,2010.0,Date ok,10,Check
1635,2010-08-18,2010.0,Date ok,10,Check
1636,2010-08-17,2010.0,Date ok,10,Check
1637,2010-08-14,2010.0,Date ok,10,Check
1638,2010-08-10,2010.0,Date ok,10,Check
1639,2010-08-10,2010.0,Date ok,10,Check
1640,2010-08-08,2010.0,Date ok,10,Check
1641,2010-08-07,2010.0,Date ok,10,Check
1642,2010-08-07,2010.0,Date ok,10,Check
1643,2010-08-05,2010.0,Date ok,10,Check
1644,2010-08-02,2010.0,Date ok,10,Check
1645,2010-08-02,2010.0,Date ok,10,Check
1646,2010-07-25,2010.0,Date ok,10,Check
1647,2010-07-23,2010.0,Date ok,10,Check
1648,2010-07-19,2010.0,Date ok,10,Check
1649,2010-07-17,2010.0,Date ok,10,Check
1650,2010-07-17,2010.0,Date ok,10,Check
1651,2010-07-16,2010.0,Date ok,10,Check
1652,2010-07-16,2010.0,Date ok,10,Check
1653,2010-07-11,2010.0,Date ok,10,Check
1654,2010-07-04,2010.0,Date ok,10,Check
1655,2010-07-03,2010.0,Date ok,10,Check
1656,2010-07-02,2010.0,Date ok,10,Check
1657,2010-07-02,2010.0,Date ok,10,Check
1658,2010-06-27,2010.0,Date ok,10,Check
1659,2010-06-25,2010.0,Date ok,10,Check
1660,2010-06-25,2010.0,Date ok,10,Check
1661,2010-06-15,2010.0,Date ok,10,Check
1662,2010-06-10,2010.0,Date ok,10,Check
1663,2010-06-06,2010.0,Date ok,10,Check
1664,2010-06-01,2010.0,Date ok,10,Check
1665,2010-05-30,2010.0,Date ok,10,Check
1666,2010-05-18,2010.0,Date ok,10,Check
1667,2010-05-18,2010.0,Date ok,10,Check
1668,2010-05-18,2010.0,Date ok,10,Check
1669,2010-05-03,2010.0,Date ok,10,Check
1670,2010-05-01,2010.0,Date ok,10,Check
1671,2010-04-28,2010.0,Date ok,10,Check
1672,2010-04-19,2010.0,Date ok,10,Check
1673,2010-04-13,2010.0,Date ok,10,Check
1674,2010-04-04,2010.0,Date ok,10,Check
1677,2010-02-16,2010.0,Date ok,10,Check
1678,2010-02-15,2010.0,Date ok,10,Check
1679,2010-02-13,2010.0,Date ok,10,Check
1680,2010-02-11,2010.0,Date ok,10,Check
1682,2010-02-06,2010.0,Date ok,10,Check
1683,2010-02-06,2010.0,Date ok,10,Check
1684,2010-02-04,2010.0,Date ok,10,Check
1685,2010-02-03,2010.0,Date ok,10,Check
1686,2010-02-01,2010.0,Date ok,10,Check
1687,2010-01-31,2010.0,Date ok,10,Check
1688,2010-01-27,2010.0,Date ok,10,Check
1689,2010-01-22,2010.0,Date ok,10,Check
1690,2010-01-22,2010.0,Date ok,10,Check
1691,2010-01-12,2010.0,Date ok,10,Check
1692,2010-01-09,2010.0,Date ok,10,Check
1693,2010-01-09,2010.0,Date ok,10,Check
1694,2010-01-09,2010.0,Date ok,10,Check
1695,2010-01-09,2010.0,Date ok,10,Check
1696,2010-01-06,2010.0,Date ok,10,Check
1697,2010-01-05,2010.0,Date ok,10,Check
1698,2009-12-29,2009.0,Date ok,10,Check
1699,2009-12-26,2009.0,Date ok,10,Check
1700,2009-12-22,2009.0,Date ok,10,Check
1701,2009-12-20,2009.0,Date ok,10,Check
1702,2009-12-20,2009.0,Date ok,10,Check
1703,2009-12-18,2009.0,Date ok,10,Check
1704,2009-12-18,2009.0,Date ok,10,Check
1705,2009-12-16,2009.0,Date ok,10,Check
1706,2009-12-13,2009.0,Date ok,10,Check
1707,2009-12-12,2009.0,Date ok,10,Check
1708,2009-12-05,2009.0,Date ok,10,Check
1709,2009-11-25,2009.0,Date ok,10,Check
1710,2009-11-24,2009.0,Date ok,10,Check
1711,2009-11-16,2009.0,Date ok,10,Check
1712,2009-11-16,2009.0,Date ok,10,Check
1713,2009-11-13,2009.0,Date ok,10,Check
1714,2009-11-11,2009.0,Date ok,10,Check
1715,2009-11-08,2009.0,Date ok,10,Check
1716,2009-11-05,2009.0,Date ok,10,Check
1717,2009-10-30,2009.0,Date ok,10,Check
1719,2009-10-28,2009.0,Date ok,10,Check
1720,2009-10-24,2009.0,Date ok,10,Check
1721,2009-10-19,2009.0,Date ok,10,Check
1722,2009-10-18,2009.0,Date ok,10,Check
1723,2009-10-17,2009.0,Date ok,10,Check
1725,2009-10-09,2009.0,Date ok,10,Check
1726,2009-10-02,2009.0,Date ok,10,Check
1727,2009-09-26,2009.0,Date ok,10,Check
1728,2009-09-18,2009.0,Date ok,10,Check
1729,2009-09-15,2009.0,Date ok,10,Check
1730,2009-09-13,2009.0,Date ok,10,Check
1731,2009-09-12,2009.0,Date ok,10,Check
1732,2009-09-07,2009.0,Date ok,10,Check
1733,2009-09-02,2009.0,Date ok,10,Check
1734,2009-09-01,2009.0,Date ok,10,Check
1735,2009-08-30,2009.0,Date ok,10,Check
1736,2009-08-29,2009.0,Date ok,10,Check
1737,2009-08-25,2009.0,Date ok,10,Check
1738,2009-08-11,2009.0,Date ok,10,Check
1739,2009-08-10,2009.0,Date ok,10,Check
1740,2009-08-06,2009.0,Date ok,10,Check
1741,2009-08-01,2009.0,Date ok,10,Check
1743,2009-07-30,2009.0,Date ok,10,Check
1744,2009-07-29,2009.0,Date ok,10,Check
1746,2009-07-24,2009.0,Date ok,10,Check
1747,2009-07-24,2009.0,Date ok,10,Check
1748,2009-07-22,2009.0,Date ok,10,Check
1749,2009-07-22,2009.0,Date ok,10,Check
1750,2009-07-18,2009.0,Date ok,10,Check
1751,2009-07-11,2009.0,Date ok,10,Check
1752,2009-07-11,2009.0,Date ok,10,Check
1753,2009-07-07,2009.0,Date ok,10,Check
1754,2009-07-05,2009.0,Date ok,10,Check
1755,2009-07-04,2009.0,Date ok,10,Check
1756,2009-06-27,2009.0,Date ok,10,Check
1757,2009-06-21,2009.0,Date ok,10,Check
1758,2009-06-16,2009.0,Date ok,10,Check
1760,2009-06-02,2009.0,Date ok,10,Check
1761,2009-06-02,2009.0,Date ok,10,Check
1762,2009-06-01,2009.0,Date ok,10,Check
1763,2009-05-31,2009.0,Date ok,10,Check
1764,2009-05-25,2009.0,Date ok,10,Check
1765,2009-05-17,2009.0,Date ok,10,Check
1766,2009-05-16,2009.0,Date ok,10,Check
1767,2009-05-16,2009.0,Date ok,10,Check
1768,2009-05-12,2009.0,Date ok,10,Check
1769,2009-03-06,2009.0,Date ok,10,Check
1770,2009-04-28,2009.0,Date ok,10,Check
1772,2009-04-21,2009.0,Date ok,10,Check
1773,2009-04-20,2009.0,Date ok,10,Check
1774,2009-04-19,2009.0,Date ok,10,Check
1775,2009-04-17,2009.0,Date ok,10,Check
1776,2009-04-11,2009.0,Date ok,10,Check
1777,2009-04-12,2009.0,Date ok,10,Check
1778,2009-04-06,2009.0,Date ok,10,Check
1779,2009-04-06,2009.0,Date ok,10,Check
1780,2009-04-03,2009.0,Date ok,10,Check
1781,2009-03-27,2009.0,Date ok,10,Check
1782,2009-03-21,2009.0,Date ok,10,Check
1783,2009-03-20,2009.0,Date ok,10,Check
1784,2009-03-19,2009.0,Date ok,10,Check
1785,2009-03-19,2009.0,Date ok,10,Check
1786,2009-03-18,2009.0,Date ok,10,Check
1788,2009-03-17,2009.0,Date ok,10,Check
1790,2009-03-06,2009.0,Date ok,10,Check
1791,2009-03-02,2009.0,Date ok,10,Check
1792,2009-03-01,2009.0,Date ok,10,Check
1793,2009-03-01,2009.0,Date ok,10,Check
1794,2009-02-22,2009.0,Date ok,10,Check
1795,2009-02-18,2009.0,Date ok,10,Check
1796,2009-02-12,2009.0,Date ok,10,Check
1797,2009-02-11,2009.0,Date ok,10,Check
1798,2009-02-08,2009.0,Date ok,10,Check
1799,2009-02-07,2009.0,Date ok,10,Check
1800,2009-02-07,2009.0,Date ok,10,Check
1803,2009-01-25,2009.0,Date ok,10,Check
1804,2009-01-24,2009.0,Date ok,10,Check
1805,2009-01-24,2009.0,Date ok,10,Check
1806,2009-01-24,2009.0,Date ok,10,Check
1807,2009-01-23,2009.0,Date ok,10,Check
1808,2009-01-18,2009.0,Date ok,10,Check
1809,2009-01-16,2009.0,Date ok,10,Check
1811,2009-01-12,2009.0,Date ok,10,Check
1812,2009-01-11,2009.0,Date ok,10,Check
1813,2009-01-11,2009.0,Date ok,10,Check
1815,2009-01-10,2009.0,Date ok,10,Check
1816,2009-01-06,2009.0,Date ok,10,Check
1817,2009-01-01,2009.0,Date ok,10,Check
1818,2008-12-30,2008.0,Date ok,10,Check
1819,2008-12-27,2008.0,Date ok,10,Check
1820,2008-12-27,2008.0,Date ok,10,Check
1821,2008-12-27,2008.0,Date ok,10,Check
1822,2008-12-27,2008.0,Date ok,10,Check
1823,2008-12-20,2008.0,Date ok,10,Check
1824,2008-12-14,2008.0,Date ok,10,Check
1825,2008-12-10,2008.0,Date ok,10,Check
1826,2006-12-06,2006.0,Date ok,10,Check
1827,2008-12-01,2008.0,Date ok,10,Check
1828,2008-11-28,2008.0,Date ok,10,Check
1829,2008-11-25,2008.0,Date ok,10,Check
1830,2008-11-24,2008.0,Date ok,10,Check
1831,2008-11-09,2008.0,Date ok,10,Check
1832,2008-11-09,2008.0,Date ok,10,Check
1833,2008-11-06,2008.0,Date ok,10,Check
1834,2008-10-22,2008.0,Date ok,10,Check
1835,2008-10-21,2008.0,Date ok,10,Check
1836,2008-10-12,2008.0,Date ok,10,Check
1837,2008-10-11,2008.0,Date ok,10,Check
1838,2008-10-08,2008.0,Date ok,10,Check
1839,2008-10-06,2008.0,Date ok,10,Check
1840,2008-09-28,2008.0,Date ok,10,Check
1841,2008-09-28,2008.0,Date ok,10,Check
1842,2008-09-15,2008.0,Date ok,10,Check
1843,2008-09-14,2008.0,Date ok,10,Check
1844,2008-09-09,2008.0,Date ok,10,Check
1845,2008-09-08,2008.0,Date ok,10,Check
1846,2008-09-07,2008.0,Date ok,10,Check
1847,2008-09-06,2008.0,Date ok,10,Check
1848,2008-09-06,2008.0,Date ok,10,Check
1849,2008-09-01,2008.0,Date ok,10,Check
1850,2008-09-01,2008.0,Date ok,10,Check
1851,2008-08-30,2008.0,Date ok,10,Check
1852,2008-08-30,2008.0,Date ok,10,Check
1853,2008-08-30,2008.0,Date ok,10,Check
1854,2008-08-28,2008.0,Date ok,10,Check
1855,2008-08-27,2008.0,Date ok,10,Check
1856,2008-08-24,2008.0,Date ok,10,Check
1857,2008-08-24,2008.0,Date ok,10,Check
1858,2008-08-20,2008.0,Date ok,10,Check
1859,2008-08-18,2008.0,Date ok,10,Check
1860,2008-08-16,2008.0,Date ok,10,Check
1861,2008-08-12,2008.0,Date ok,10,Check
1862,2008-08-11,2008.0,Date ok,10,Check
1863,2008-07-30,2008.0,Date ok,10,Check
1865,2008-07-27,2008.0,Date ok,10,Check
1866,2008-07-26,2008.0,Date ok,10,Check
1867,2008-07-26,2008.0,Date ok,10,Check
1868,2008-07-25,2008.0,Date ok,10,Check
1869,2008-07-25,2008.0,Date ok,10,Check
1870,2008-07-24,2008.0,Date ok,10,Check
1871,2008-07-24,2008.0,Date ok,10,Check
1872,2008-07-23,2008.0,Date ok,10,Check
1873,2008-07-19,2008.0,Date ok,10,Check
1874,2008-07-18,2008.0,Date ok,10,Check
1875,2008-07-13,2008.0,Date ok,10,Check
1876,2008-07-11,2008.0,Date ok,10,Check
1877,2008-07-09,2008.0,Date ok,10,Check
1878,2008-07-05,2008.0,Date ok,10,Check
1880,2008-06-28,2008.0,Date ok,10,Check
1881,2008-06-28,2008.0,Date ok,10,Check
1882,2008-06-28,2008.0,Date ok,10,Check
1884,2008-06-26,2008.0,Date ok,10,Check
1885,2008-06-26,2008.0,Date ok,10,Check
1886,2008-06-24,2008.0,Date ok,10,Check
1887,2008-06-21,2008.0,Date ok,10,Check
1888,2008-06-20,2008.0,Date ok,10,Check
1889,2008-06-11,2008.0,Date ok,10,Check
1890,2008-06-07,2008.0,Date ok,10,Check
1892,2008-06-01,2008.0,Date ok,10,Check
1893,2008-06-01,2008.0,Date ok,10,Check
1894,2008-05-26,2008.0,Date ok,10,Check
1895,2008-05-24,2008.0,Date ok,10,Check
1896,2008-05-24,2008.0,Date ok,10,Check
1897,2008-05-23,2008.0,Date ok,10,Check
1898,2008-05-14,2008.0,Date ok,10,Check
1899,2008-05-10,2008.0,Date ok,10,Check
1900,2008-05-07,2008.0,Date ok,10,Check
1901,2008-05-07,2008.0,Date ok,10,Check
1902,2008-05-01,2008.0,Date ok,10,Check
1903,2008-04-28,2008.0,Date ok,10,Check
1904,2008-04-28,2008.0,Date ok,10,Check
1905,2008-04-27,2008.0,Date ok,10,Check
1906,2008-04-26,2008.0,Date ok,10,Check
1907,2008-04-26,2008.0,Date ok,10,Check
1908,2008-04-25,2008.0,Date ok,10,Check
1909,2008-04-20,2008.0,Date ok,10,Check
1910,2008-04-20,2008.0,Date ok,10,Check
1912,2008-04-18,2008.0,Date ok,10,Check
1913,2008-04-17,2008.0,Date ok,10,Check
1914,2008-04-15,2008.0,Date ok,10,Check
1916,2008-03-25,2008.0,Date ok,10,Check
1918,2008-04-08,2008.0,Date ok,10,Check
1919,2008-04-03,2008.0,Date ok,10,Check
1920,2008-03-28,2008.0,Date ok,10,Check
1921,2008-03-28,2008.0,Date ok,10,Check
1922,2008-03-28,2008.0,Date ok,10,Check
1923,2008-03-23,2008.0,Date ok,10,Check
1924,2008-03-21,2008.0,Date ok,10,Check
1925,2008-03-15,2008.0,Date ok,10,Check
1926,2008-03-07,2008.0,Date ok,10,Check
1927,2008-02-24,2008.0,Date ok,10,Check
1929,2008-02-15,2008.0,Date ok,10,Check
1930,2008-02-07,2008.0,Date ok,10,Check
1931,2008-02-06,2008.0,Date ok,10,Check
1933,2008-01-29,2008.0,Date ok,10,Check
1934,2008-01-27,2008.0,Date ok,10,Check
1936,2008-01-14,2008.0,Date ok,10,Check
1937,2008-01-10,2008.0,Date ok,10,Check
1940,2007-12-21,2007.0,Date ok,10,Check
1941,2007-12-19,2007.0,Date ok,10,Check
1942,2007-12-18,2007.0,Date ok,10,Check
1943,2007-12-15,2007.0,Date ok,10,Check
1944,2007-12-14,2007.0,Date ok,10,Check
1945,2007-12-10,2007.0,Date ok,10,Check
1946,2007-12-09,2007.0,Date ok,10,Check
1947,2007-12-07,2007.0,Date ok,10,Check
1948,2007-11-18,2007.0,Date ok,10,Check
1949,2007-11-08,2007.0,Date ok,10,Check
1950,2007-11-07,2007.0,Date ok,10,Check
1951,2007-11-06,2007.0,Date ok,10,Check
1952,2007-11-04,2007.0,Date ok,10,Check
1953,2007-11-03,2007.0,Date ok,10,Check
1955,2007-10-29,2007.0,Date ok,10,Check
1956,2007-10-15,2007.0,Date ok,10,Check
1957,2007-10-13,2007.0,Date ok,10,Check
1958,2007-10-07,2007.0,Date ok,10,Check
1959,2007-10-06,2007.0,Date ok,10,Check
1960,2007-09-30,2007.0,Date ok,10,Check
1961,2007-09-30,2007.0,Date ok,10,Check
1962,2007-09-30,2007.0,Date ok,10,Check
1963,2007-09-28,2007.0,Date ok,10,Check
1964,2007-09-27,2007.0,Date ok,10,Check
1965,2007-09-27,2007.0,Date ok,10,Check
1966,2007-09-22,2007.0,Date ok,10,Check
1967,2007-09-22,2007.0,Date ok,10,Check
1968,2007-09-20,2007.0,Date ok,10,Check
1969,2007-09-17,2007.0,Date ok,10,Check
1970,2007-09-16,2007.0,Date ok,10,Check
1971,2007-09-16,2007.0,Date ok,10,Check
1972,2007-09-13,2007.0,Date ok,10,Check
1973,2007-09-08,2007.0,Date ok,10,Check
1974,2007-09-05,2007.0,Date ok,10,Check
1975,2007-09-04,2007.0,Date ok,10,Check
1976,2007-09-03,2007.0,Date ok,10,Check
1977,2007-09-03,2007.0,Date ok,10,Check
1978,2007-08-28,2007.0,Date ok,10,Check
1979,2007-08-28,2007.0,Date ok,10,Check
1980,2007-08-26,2007.0,Date ok,10,Check
1981,2007-08-25,2007.0,Date ok,10,Check
1982,2007-08-22,2007.0,Date ok,10,Check
1983,2007-08-20,2007.0,Date ok,10,Check
1984,2007-08-19,2007.0,Date ok,10,Check
1985,2007-08-19,2007.0,Date ok,10,Check
1986,2007-08-19,2007.0,Date ok,10,Check
1987,2007-08-15,2007.0,Date ok,10,Check
1988,2007-08-12,2007.0,Date ok,10,Check
1989,2007-08-11,2007.0,Date ok,10,Check
1990,2007-08-09,2007.0,Date ok,10,Check
1991,2007-08-09,2007.0,Date ok,10,Check
1992,2007-08-07,2007.0,Date ok,10,Check
1993,2007-07-29,2007.0,Date ok,10,Check
1994,2007-07-28,2007.0,Date ok,10,Check
1995,2007-07-22,2007.0,Date ok,10,Check
1996,2007-07-21,2007.0,Date ok,10,Check
1999,2007-07-18,2007.0,Date ok,10,Check
2000,2007-07-18,2007.0,Date ok,10,Check
2001,2007-07-17,2007.0,Date ok,10,Check
2002,2007-07-17,2007.0,Date ok,10,Check
2003,2007-07-10,2007.0,Date ok,10,Check
2004,2007-07-05,2007.0,Date ok,10,Check
2005,2007-07-04,2007.0,Date ok,10,Check
2006,2007-07-01,2007.0,Date ok,10,Check
2007,2007-06-30,2007.0,Date ok,10,Check
2008,2007-06-30,2007.0,Date ok,10,Check
2009,2007-06-25,2007.0,Date ok,10,Check
2010,2007-06-24,2007.0,Date ok,10,Check
2011,2007-06-17,2007.0,Date ok,10,Check
2012,2007-06-12,2007.0,Date ok,10,Check
2013,2007-06-05,2007.0,Date ok,10,Check
2014,2007-05-26,2007.0,Date ok,10,Check
2015,2007-05-24,2007.0,Date ok,10,Check
2017,2007-05-16,2007.0,Date ok,10,Check
2018,2007-05-12,2007.0,Date ok,10,Check
2019,2007-05-10,2007.0,Date ok,10,Check
2021,2007-05-08,2007.0,Date ok,10,Check
2022,2007-05-07,2007.0,Date ok,10,Check
2023,2007-05-07,2007.0,Date ok,10,Check
2024,2007-05-04,2007.0,Date ok,10,Check
2025,2007-05-01,2007.0,Date ok,10,Check
2026,2007-04-26,2007.0,Date ok,10,Check
2027,2007-04-22,2007.0,Date ok,10,Check
2028,2007-04-20,2007.0,Date ok,10,Check
2030,2007-04-09,2007.0,Date ok,10,Check
2031,2007-04-01,2007.0,Date ok,10,Check
2032,2007-03-31,2007.0,Date ok,10,Check
2033,2007-03-31,2007.0,Date ok,10,Check
2034,2007-03-22,2007.0,Date ok,10,Check
2035,2007-03-21,2007.0,Date ok,10,Check
2036,2007-03-20,2007.0,Date ok,10,Check
2038,2007-03-12,2007.0,Date ok,10,Check
2039,2007-03-11,2007.0,Date ok,10,Check
2041,2007-02-04,2007.0,Date ok,10,Check
2042,2007-02-03,2007.0,Date ok,10,Check
2043,2007-02-01,2007.0,Date ok,10,Check
2044,2007-01-25,2007.0,Date ok,10,Check
2045,2007-01-25,2007.0,Date ok,10,Check
2046,2007-01-23,2007.0,Date ok,10,Check
2047,2007-01-19,2007.0,Date ok,10,Check
2048,2007-01-14,2007.0,Date ok,10,Check
2049,2007-01-09,2007.0,Date ok,10,Check
2050,2007-01-07,2007.0,Date ok,10,Check
2051,2007-01-01,2007.0,Date ok,10,Check
2053,2006-12-18,2006.0,Date ok,10,Check
2054,2006-12-11,2006.0,Date ok,10,Check
2055,2006-12-10,2006.0,Date ok,10,Check
2056,2006-12-06,2006.0,Date ok,10,Check
2057,2006-12-02,2006.0,Date ok,10,Check
2058,2006-11-25,2006.0,Date ok,10,Check
2059,2006-11-11,2006.0,Date ok,10,Check
2060,2006-11-09,2006.0,Date ok,10,Check
2061,2006-10-31,2006.0,Date ok,10,Check
2062,2006-10-16,2006.0,Date ok,10,Check
2063,2006-10-10,2006.0,Date ok,10,Check
2064,2006-10-07,2006.0,Date ok,10,Check
2065,2006-10-05,2006.0,Date ok,10,Check
2066,2006-10-01,2006.0,Date ok,10,Check
2067,2006-10-01,2006.0,Date ok,10,Check
2068,2006-09-30,2006.0,Date ok,10,Check
2069,2006-09-29,2006.0,Date ok,10,Check
2071,2006-09-16,2006.0,Date ok,10,Check
2072,2006-09-14,2006.0,Date ok,10,Check
2073,2006-09-11,2006.0,Date ok,10,Check
2074,2006-09-04,2006.0,Date ok,10,Check
2075,2006-09-03,2006.0,Date ok,10,Check
2076,2006-09-03,2006.0,Date ok,10,Check
2077,2006-09-02,2006.0,Date ok,10,Check
2078,2006-09-02,2006.0,Date ok,10,Check
2079,2006-08-29,2006.0,Date ok,10,Check
2080,2006-08-29,2006.0,Date ok,10,Check
2081,2006-08-27,2006.0,Date ok,10,Check
2082,2006-08-22,2006.0,Date ok,10,Check
2083,2006-08-22,2006.0,Date ok,10,Check
2084,2006-08-20,2006.0,Date ok,10,Check
2085,2006-08-20,2006.0,Date ok,10,Check
2086,2006-08-15,2006.0,Date ok,10,Check
2087,2006-08-13,2006.0,Date ok,10,Check
2088,2006-08-01,2006.0,Date ok,10,Check
2090,2006-07-31,2006.0,Date ok,10,Check
2091,2006-07-31,2006.0,Date ok,10,Check
2092,2006-07-29,2006.0,Date ok,10,Check
2093,2006-07-29,2006.0,Date ok,10,Check
2094,2006-07-28,2006.0,Date ok,10,Check
2095,2006-07-25,2006.0,Date ok,10,Check
2096,2006-07-23,2006.0,Date ok,10,Check
2098,2006-07-17,2006.0,Date ok,10,Check
2099,2006-07-13,2006.0,Date ok,10,Check
2100,2006-07-12,2006.0,Date ok,10,Check
2101,2006-07-10,2006.0,Date ok,10,Check
2102,2006-07-09,2006.0,Date ok,10,Check
2104,2006-07-08,2006.0,Date ok,10,Check
2105,2006-07-08,2006.0,Date ok,10,Check
2108,2006-06-27,2006.0,Date ok,10,Check
2109,2006-06-26,2006.0,Date ok,10,Check
2110,2006-06-24,2006.0,Date ok,10,Check
2111,2006-06-20,2006.0,Date ok,10,Check
2112,2006-06-18,2006.0,Date ok,10,Check
2113,2006-06-17,2006.0,Date ok,10,Check
2114,2006-06-15,2006.0,Date ok,10,Check
2115,2006-06-07,2006.0,Date ok,10,Check
2116,2006-06-05,2006.0,Date ok,10,Check
2117,2006-05-31,2006.0,Date ok,10,Check
2118,2006-05-28,2006.0,Date ok,10,Check
2119,2006-05-27,2006.0,Date ok,10,Check
2120,2006-05-24,2006.0,Date ok,10,Check
2121,2006-05-21,2006.0,Date ok,10,Check
2122,2006-05-19,2006.0,Date ok,10,Check
2123,2006-05-05,2006.0,Date ok,10,Check
2124,2006-05-04,2006.0,Date ok,10,Check
2125,2006-05-02,2006.0,Date ok,10,Check
2127,2006-04-21,2006.0,Date ok,10,Check
2128,2006-04-19,2006.0,Date ok,10,Check
2129,2006-04-13,2006.0,Date ok,10,Check
2130,2006-04-11,2006.0,Date ok,10,Check
2131,2006-04-09,2006.0,Date ok,10,Check
2132,2006-04-09,2006.0,Date ok,10,Check
2133,2006-04-03,2006.0,Date ok,10,Check
2135,2006-03-23,2006.0,Date ok,10,Check
2136,2006-03-22,2006.0,Date ok,10,Check
2137,2006-03-18,2006.0,Date ok,10,Check
2138,2006-03-15,2006.0,Date ok,10,Check
2139,2006-02-27,2006.0,Date ok,10,Check
2140,2006-02-23,2006.0,Date ok,10,Check
2141,2006-02-13,2006.0,Date ok,10,Check
2142,2006-02-12,2006.0,Date ok,10,Check
2143,2006-02-12,2006.0,Date ok,10,Check
2144,2006-02-08,2006.0,Date ok,10,Check
2145,2006-02-01,2006.0,Date ok,10,Check
2146,2006-02-01,2006.0,Date ok,10,Check
2148,2006-01-25,2006.0,Date ok,10,Check
2149,2006-01-23,2006.0,Date ok,10,Check
2150,2006-01-18,2006.0,Date ok,10,Check
2151,2006-01-15,2006.0,Date ok,10,Check
2152,2006-01-11,2006.0,Date ok,10,Check
2153,2006-01-07,2006.0,Date ok,10,Check
2154,2006-01-04,2006.0,Date ok,10,Check
2155,2006-01-01,2006.0,Date ok,10,Check
2156,2005-12-24,2005.0,Date ok,10,Check
2157,2005-12-21,2005.0,Date ok,10,Check
2158,2005-12-20,2005.0,Date ok,10,Check
2159,2005-12-11,2005.0,Date ok,10,Check
2162,2005-11-27,2005.0,Date ok,10,Check
2163,2005-11-25,2005.0,Date ok,10,Check
2164,2005-11-25,2005.0,Date ok,10,Check
2165,2005-11-25,2005.0,Date ok,10,Check
2167,2005-11-21,2005.0,Date ok,10,Check
2168,2005-11-20,2005.0,Date ok,10,Check
2170,2005-11-15,2005.0,Date ok,10,Check
2171,2005-11-12,2005.0,Date ok,10,Check
2172,2005-11-02,2005.0,Date ok,10,Check
2173,2005-11-02,2005.0,Date ok,10,Check
2174,2005-10-29,2005.0,Date ok,10,Check
2175,2005-10-25,2005.0,Date ok,10,Check
2176,2005-10-22,2005.0,Date ok,10,Check
2177,2005-10-21,2005.0,Date ok,10,Check
2178,2005-10-19,2005.0,Date ok,10,Check
2179,2005-10-15,2005.0,Date ok,10,Check
2180,2005-10-13,2005.0,Date ok,10,Check
2181,2005-10-11,2005.0,Date ok,10,Check
2182,2005-10-06,2005.0,Date ok,10,Check
2183,2005-10-03,2005.0,Date ok,10,Check
2184,2005-10-01,2005.0,Date ok,10,Check
2186,2005-09-24,2005.0,Date ok,10,Check
2187,2005-09-23,2005.0,Date ok,10,Check
2188,2005-09-22,2005.0,Date ok,10,Check
2189,2005-09-20,2005.0,Date ok,10,Check
2190,2005-09-11,2005.0,Date ok,10,Check
2191,2005-09-07,2005.0,Date ok,10,Check
2192,2005-09-05,2005.0,Date ok,10,Check
2193,2005-09-04,2005.0,Date ok,10,Check
2194,2005-09-02,2005.0,Date ok,10,Check
2195,2005-09-02,2005.0,Date ok,10,Check
2196,2005-08-24,2005.0,Date ok,10,Check
2197,2005-08-24,2005.0,Date ok,10,Check
2198,2005-08-22,2005.0,Date ok,10,Check
2199,2005-08-21,2005.0,Date ok,10,Check
2200,2005-08-19,2005.0,Date ok,10,Check
2201,2005-08-14,2005.0,Date ok,10,Check
2202,2005-08-12,2005.0,Date ok,10,Check
2205,2005-07-27,2005.0,Date ok,10,Check
2206,2005-07-23,2005.0,Date ok,10,Check
2207,2005-07-22,2005.0,Date ok,10,Check
2208,2005-07-17,2005.0,Date ok,10,Check
2209,2005-07-17,2005.0,Date ok,10,Check
2211,2005-07-15,2005.0,Date ok,10,Check
